VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
683, 158,  0.54646,  2.02401, -0.05393,  0.92749,  0.3688,  0.06126, -0.05261, -0.0335,  0.99805, -1.00,  0.89442,  0.65568,  0.89442,  0.65568,  0.89442,  0.65568
684, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
685, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
686, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
687, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
688, 160,  0.60934,  2.01844,  0.30036,  0.42356,  0.90484, -0.04327, -0.0215,  0.05779,  0.9981, -1.00,  0.93573,  0.64733,  0.93573,  0.64733,  0.93573,  0.64733
689, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
690, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
691, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
692, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
693, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
694, 162,  0.55741,  2.05713,  0.58514,  0.32053,  0.90404,  0.2828, -0.12217, -0.2566,  0.95877, -1.00,  0.96919,  0.65305,  0.96919,  0.65305,  0.96919,  0.65305
695, 160,  0.60934,  2.01844,  0.30036,  0.42356,  0.90484, -0.04327, -0.0215,  0.05779,  0.9981, -1.00,  0.93573,  0.64733,  0.93573,  0.64733,  0.93573,  0.64733
696, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
697, 163,  0.2867,  2.05503,  0.65216,  0.0419,  0.93222,  0.35946, -0.07837, -0.3556,  0.93135, -1.00,  0.97884,  0.68397,  0.97884,  0.68397,  0.97884,  0.68397
698, 162,  0.55741,  2.05713,  0.58514,  0.32053,  0.90404,  0.2828, -0.12217, -0.2566,  0.95877, -1.00,  0.96919,  0.65305,  0.96919,  0.65305,  0.96919,  0.65305
699, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
700, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
701, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
702, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
703, 163,  0.2867,  2.05503,  0.65216,  0.0419,  0.93222,  0.35946, -0.07837, -0.3556,  0.93135, -1.00,  0.97884,  0.68397,  0.97884,  0.68397,  0.97884,  0.68397
704, 161,  0.50084,  2.07222,  0.50,  0.00,  1.00, -0.00001, -0.04869,  0.00001,  0.99881, -1.00,  0.95959,  0.66035,  0.95959,  0.66035,  0.95959,  0.66035
705, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
706, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
707, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
708, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
709, 117,  0.15895,  2.05612,  0.6448, -0.07318,  0.93167,  0.35586, -0.05228, -0.35991,  0.93152, -1.00,  0.97894,  0.69887,  0.97894,  0.69887,  0.97894,  0.69887
710, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
711, 163,  0.2867,  2.05503,  0.65216,  0.0419,  0.93222,  0.35946, -0.07837, -0.3556,  0.93135, -1.00,  0.97884,  0.68397,  0.97884,  0.68397,  0.97884,  0.68397
712, 165,  0.2358,  2.06394,  0.57882,  0.00208,  0.99412,  0.10822, -0.06444, -0.10787,  0.99207, -1.00,  0.97064,  0.69044,  0.97064,  0.69044,  0.97064,  0.69044
713, 117,  0.15895,  2.05612,  0.6448, -0.07318,  0.93167,  0.35586, -0.05228, -0.35991,  0.93152, -1.00,  0.97894,  0.69887,  0.97894,  0.69887,  0.97894,  0.69887
714, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
715, 117,  0.15895,  2.05612,  0.6448, -0.07318,  0.93167,  0.35586, -0.05228, -0.35991,  0.93152, -1.00,  0.97894,  0.69887,  0.97894,  0.69887,  0.97894,  0.69887
716, 165,  0.2358,  2.06394,  0.57882,  0.00208,  0.99412,  0.10822, -0.06444, -0.10787,  0.99207, -1.00,  0.97064,  0.69044,  0.97064,  0.69044,  0.97064,  0.69044
717, 165,  0.2358,  2.06394,  0.57882,  0.00208,  0.99412,  0.10822, -0.06444, -0.10787,  0.99207, -1.00,  0.97064,  0.69044,  0.97064,  0.69044,  0.97064,  0.69044
718, 163,  0.2867,  2.05503,  0.65216,  0.0419,  0.93222,  0.35946, -0.07837, -0.3556,  0.93135, -1.00,  0.97884,  0.68397,  0.97884,  0.68397,  0.97884,  0.68397
719, 164,  0.25,  2.07222,  0.50,  0.00,  1.00,  0.00002, -0.06332, -0.00002,  0.99799, -1.00,  0.9613,  0.68938,  0.9613,  0.68938,  0.9613,  0.68938
