VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
401, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
402, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
403, 94,  0.69181,  1.9873, -0.56324,  0.86512, -0.02057, -0.50114,  0.37336, -0.64077,  0.67084, -1.00,  0.6113,  0.48969,  0.6113,  0.48969,  0.6113,  0.48969
404, 89,  0.71079,  1.98702, -0.40733,  0.97982,  0.07758,  0.1842, -0.12813, -0.46348,  0.8768, -1.00,  0.627,  0.49879,  0.627,  0.49879,  0.627,  0.49879
405, 97,  0.18018,  0.59662,  0.0634,  0.91519, -0.25092, -0.31539,  0.151, -0.51207,  0.84557, -1.00,  0.7558,  0.37949,  0.7558,  0.37949,  0.7558,  0.37949
406, 92,  0.4724,  1.67715, -0.02644,  0.85771, -0.30304,  0.41533, -0.50518, -0.34667,  0.79032, -1.00,  0.6896,  0.48783,  0.6896,  0.48783,  0.6896,  0.48783
407, 84,  0.45564,  1.70721,  0.08304,  0.92319, -0.35091,  0.15678, -0.29972, -0.40195,  0.86522, -1.00,  0.69954,  0.49611,  0.69954,  0.49611,  0.69954,  0.49611
408, 84,  0.45564,  1.70721,  0.08304,  0.92319, -0.35091,  0.15678, -0.29972, -0.40195,  0.86522, -1.00,  0.69954,  0.49611,  0.69954,  0.49611,  0.69954,  0.49611
409, 98,  0.21966,  0.60384,  0.18735,  0.94854, -0.22253, -0.22527,  0.09321, -0.48368,  0.87027, -1.00,  0.76788,  0.38767,  0.76788,  0.38767,  0.76788,  0.38767
410, 97,  0.18018,  0.59662,  0.0634,  0.91519, -0.25092, -0.31539,  0.151, -0.51207,  0.84557, -1.00,  0.7558,  0.37949,  0.7558,  0.37949,  0.7558,  0.37949
411, 99,  0.14321,  0.59744, -0.0251,  0.94887, -0.28914,  0.12668, -0.25293, -0.45625,  0.85315, -1.00,  0.74684,  0.37356,  0.74684,  0.37356,  0.74684,  0.37356
412, 92,  0.4724,  1.67715, -0.02644,  0.85771, -0.30304,  0.41533, -0.50518, -0.34667,  0.79032, -1.00,  0.6896,  0.48783,  0.6896,  0.48783,  0.6896,  0.48783
413, 97,  0.18018,  0.59662,  0.0634,  0.91519, -0.25092, -0.31539,  0.151, -0.51207,  0.84557, -1.00,  0.7558,  0.37949,  0.7558,  0.37949,  0.7558,  0.37949
414, 92,  0.4724,  1.67715, -0.02644,  0.85771, -0.30304,  0.41533, -0.50518, -0.34667,  0.79032, -1.00,  0.6896,  0.48783,  0.6896,  0.48783,  0.6896,  0.48783
415, 99,  0.14321,  0.59744, -0.0251,  0.94887, -0.28914,  0.12668, -0.25293, -0.45625,  0.85315, -1.00,  0.74684,  0.37356,  0.74684,  0.37356,  0.74684,  0.37356
416, 100,  0.22914,  0.59872, -0.12715,  0.8676, -0.35465,  0.34855, -0.46792, -0.34509,  0.81361, -1.00,  0.73254,  0.3694,  0.73254,  0.3694,  0.73254,  0.3694
417, 91,  0.50329,  1.6953, -0.06294,  0.8727, -0.24087,  0.4247, -0.48768, -0.38818,  0.78197, -1.00,  0.68344,  0.48796,  0.68344,  0.48796,  0.68344,  0.48796
418, 92,  0.4724,  1.67715, -0.02644,  0.85771, -0.30304,  0.41533, -0.50518, -0.34667,  0.79032, -1.00,  0.6896,  0.48783,  0.6896,  0.48783,  0.6896,  0.48783
419, 101,  0.47788,  1.67599, -0.0334,  0.78302, -0.16567,  0.59952, -0.61863, -0.30745,  0.72302, -1.00,  0.68869,  0.48743,  0.68869,  0.48743,  0.68869,  0.48743
420, 92,  0.4724,  1.67715, -0.02644,  0.85771, -0.30304,  0.41533, -0.50518, -0.34667,  0.79032, -1.00,  0.6896,  0.48783,  0.6896,  0.48783,  0.6896,  0.48783
421, 100,  0.22914,  0.59872, -0.12715,  0.8676, -0.35465,  0.34855, -0.46792, -0.34509,  0.81361, -1.00,  0.73254,  0.3694,  0.73254,  0.3694,  0.73254,  0.3694
422, 101,  0.47788,  1.67599, -0.0334,  0.78302, -0.16567,  0.59952, -0.61863, -0.30745,  0.72302, -1.00,  0.68869,  0.48743,  0.68869,  0.48743,  0.68869,  0.48743
423, 101,  0.47788,  1.67599, -0.0334,  0.78302, -0.16567,  0.59952, -0.61863, -0.30745,  0.72302, -1.00,  0.68869,  0.48743,  0.68869,  0.48743,  0.68869,  0.48743
424, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
425, 91,  0.50329,  1.6953, -0.06294,  0.8727, -0.24087,  0.4247, -0.48768, -0.38818,  0.78197, -1.00,  0.68344,  0.48796,  0.68344,  0.48796,  0.68344,  0.48796
426, 100,  0.22914,  0.59872, -0.12715,  0.8676, -0.35465,  0.34855, -0.46792, -0.34509,  0.81361, -1.00,  0.73254,  0.3694,  0.73254,  0.3694,  0.73254,  0.3694
427, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
428, 101,  0.47788,  1.67599, -0.0334,  0.78302, -0.16567,  0.59952, -0.61863, -0.30745,  0.72302, -1.00,  0.68869,  0.48743,  0.68869,  0.48743,  0.68869,  0.48743
429, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
430, 100,  0.22914,  0.59872, -0.12715,  0.8676, -0.35465,  0.34855, -0.46792, -0.34509,  0.81361, -1.00,  0.73254,  0.3694,  0.73254,  0.3694,  0.73254,  0.3694
431, 102,  0.21584,  0.59563, -0.21804,  0.26775, -0.51579, -0.8138,  0.08651, -0.82835,  0.55348, -1.00,  0.72361,  0.36418,  0.72361,  0.36418,  0.72361,  0.36418
432, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
433, 102,  0.21584,  0.59563, -0.21804,  0.26775, -0.51579, -0.8138,  0.08651, -0.82835,  0.55348, -1.00,  0.72361,  0.36418,  0.72361,  0.36418,  0.72361,  0.36418
434, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
435, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
436, 94,  0.69181,  1.9873, -0.56324,  0.86512, -0.02057, -0.50114,  0.37336, -0.64077,  0.67084, -1.00,  0.6113,  0.48969,  0.6113,  0.48969,  0.6113,  0.48969
437, 96,  0.55802,  1.24325, -0.33939,  0.91574, -0.37881, -0.13387, -0.10994, -0.55675,  0.82338, -1.00,  0.6726,  0.43035,  0.6726,  0.43035,  0.6726,  0.43035
438, 102,  0.21584,  0.59563, -0.21804,  0.26775, -0.51579, -0.8138,  0.08651, -0.82835,  0.55348, -1.00,  0.72361,  0.36418,  0.72361,  0.36418,  0.72361,  0.36418
439, 104,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688,  0.49464, -0.85189,  0.17209, -1.00,  0.61292,  0.41306,  0.61292,  0.41306,  0.61292,  0.41306
440, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
441, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
442, 95,  0.67316,  2.03211, -0.572,  0.35001,  0.89858, -0.26467,  0.87548, -0.21329,  0.43363, -1.00,  0.60648,  0.49242,  0.60648,  0.49242,  0.60648,  0.49242
443, 94,  0.69181,  1.9873, -0.56324,  0.86512, -0.02057, -0.50114,  0.37336, -0.64077,  0.67084, -1.00,  0.6113,  0.48969,  0.6113,  0.48969,  0.6113,  0.48969
444, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
445, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
446, 94,  0.69181,  1.9873, -0.56324,  0.86512, -0.02057, -0.50114,  0.37336, -0.64077,  0.67084, -1.00,  0.6113,  0.48969,  0.6113,  0.48969,  0.6113,  0.48969
447, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
448, 106,  0.53323,  2.05239, -0.6688,  0.10603,  0.90815, -0.40499,  0.89477, -0.2648, -0.35954, -1.00,  0.58969,  0.47816,  0.58969,  0.47816,  0.58969,  0.47816
449, 95,  0.67316,  2.03211, -0.572,  0.35001,  0.89858, -0.26467,  0.87548, -0.21329,  0.43363, -1.00,  0.60648,  0.49242,  0.60648,  0.49242,  0.60648,  0.49242
450, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
451, 107,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387,  0.76156, -0.21476, -0.61148, -1.00,  0.5706,  0.44842,  0.5706,  0.44842,  0.5706,  0.44842
452, 106,  0.53323,  2.05239, -0.6688,  0.10603,  0.90815, -0.40499,  0.89477, -0.2648, -0.35954, -1.00,  0.58969,  0.47816,  0.58969,  0.47816,  0.58969,  0.47816
453, 108,  0.21689,  1.74751, -0.55243, -0.26775, -0.3367, -0.90274,  0.55776, -0.81816,  0.13972, -1.00,  0.59876,  0.42667,  0.59876,  0.42667,  0.59876,  0.42667
454, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
455, 104,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688,  0.49464, -0.85189,  0.17209, -1.00,  0.61292,  0.41306,  0.61292,  0.41306,  0.61292,  0.41306
456, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
457, 103,  0.4118,  1.26812, -0.47004,  0.13081, -0.35203, -0.9268,  0.41147, -0.83124,  0.37381, -1.00,  0.65614,  0.41675,  0.65614,  0.41675,  0.65614,  0.41675
458, 108,  0.21689,  1.74751, -0.55243, -0.26775, -0.3367, -0.90274,  0.55776, -0.81816,  0.13972, -1.00,  0.59876,  0.42667,  0.59876,  0.42667,  0.59876,  0.42667
459, 108,  0.21689,  1.74751, -0.55243, -0.26775, -0.3367, -0.90274,  0.55776, -0.81816,  0.13972, -1.00,  0.59876,  0.42667,  0.59876,  0.42667,  0.59876,  0.42667
460, 104,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688,  0.49464, -0.85189,  0.17209, -1.00,  0.61292,  0.41306,  0.61292,  0.41306,  0.61292,  0.41306
461, 109,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808,  0.56229, -0.78061,  0.27292, -1.00,  0.58872,  0.41899,  0.58872,  0.41899,  0.58872,  0.41899
462, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
463, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
464, 107,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387,  0.76156, -0.21476, -0.61148, -1.00,  0.5706,  0.44842,  0.5706,  0.44842,  0.5706,  0.44842
465, 105,  0.52728,  1.98778, -0.67888,  0.18161, -0.07559, -0.98046,  0.5277, -0.83384,  0.16203, -1.00,  0.59508,  0.47332,  0.59508,  0.47332,  0.59508,  0.47332
466, 108,  0.21689,  1.74751, -0.55243, -0.26775, -0.3367, -0.90274,  0.55776, -0.81816,  0.13972, -1.00,  0.59876,  0.42667,  0.59876,  0.42667,  0.59876,  0.42667
467, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
468, 108,  0.21689,  1.74751, -0.55243, -0.26775, -0.3367, -0.90274,  0.55776, -0.81816,  0.13972, -1.00,  0.59876,  0.42667,  0.59876,  0.42667,  0.59876,  0.42667
469, 109,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808,  0.56229, -0.78061,  0.27292, -1.00,  0.58872,  0.41899,  0.58872,  0.41899,  0.58872,  0.41899
470, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
471, 111,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943,  0.95678, -0.16639, -0.2385, -1.00,  0.56571,  0.44098,  0.56571,  0.44098,  0.56571,  0.44098
472, 107,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387,  0.76156, -0.21476, -0.61148, -1.00,  0.5706,  0.44842,  0.5706,  0.44842,  0.5706,  0.44842
473, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
474, 111,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943,  0.95678, -0.16639, -0.2385, -1.00,  0.56571,  0.44098,  0.56571,  0.44098,  0.56571,  0.44098
475, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
476, 112,  0.11956,  1.8542, -0.59015,  0.25728, -0.53221, -0.80657,  0.51403, -0.63141,  0.5806, -1.00,  0.58164,  0.42408,  0.58164,  0.42408,  0.58164,  0.42408
477, 110,  0.17764,  1.85061, -0.57094, -0.02537, -0.23615, -0.97139,  0.54715, -0.81652,  0.18421, -1.00,  0.58657,  0.4291,  0.58657,  0.4291,  0.58657,  0.4291
478, 109,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808,  0.56229, -0.78061,  0.27292, -1.00,  0.58872,  0.41899,  0.58872,  0.41899,  0.58872,  0.41899
479, 112,  0.11956,  1.8542, -0.59015,  0.25728, -0.53221, -0.80657,  0.51403, -0.63141,  0.5806, -1.00,  0.58164,  0.42408,  0.58164,  0.42408,  0.58164,  0.42408
480, 112,  0.11956,  1.8542, -0.59015,  0.25728, -0.53221, -0.80657,  0.51403, -0.63141,  0.5806, -1.00,  0.58164,  0.42408,  0.58164,  0.42408,  0.58164,  0.42408
481, 109,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808,  0.56229, -0.78061,  0.27292, -1.00,  0.58872,  0.41899,  0.58872,  0.41899,  0.58872,  0.41899
482, 113,  0.0907,  1.83278, -0.55896, -0.10006, -0.62453, -0.77456,  0.58071, -0.66879,  0.46422, -1.00,  0.58335,  0.41915,  0.58335,  0.41915,  0.58335,  0.41915
483, 114, -0.18118,  2.03399,  0.55166,  0.08872,  0.84938,  0.52027, -0.03423, -0.51942,  0.85383, -1.00,  0.97182,  0.73977,  0.97182,  0.73977,  0.97182,  0.73977
484, 115, -0.12851,  2.0353,  0.55024, -0.09247,  0.8584,  0.50458, -0.03557, -0.50927,  0.85987, -1.00,  0.97136,  0.73366,  0.97136,  0.73366,  0.97136,  0.73366
485, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
486, 117,  0.15895,  2.05612,  0.6448, -0.07318,  0.93167,  0.35586, -0.05228, -0.35991,  0.93152, -1.00,  0.97894,  0.69887,  0.97894,  0.69887,  0.97894,  0.69887
487, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
488, 115, -0.12851,  2.0353,  0.55024, -0.09247,  0.8584,  0.50458, -0.03557, -0.50927,  0.85987, -1.00,  0.97136,  0.73366,  0.97136,  0.73366,  0.97136,  0.73366
489, 114, -0.18118,  2.03399,  0.55166,  0.08872,  0.84938,  0.52027, -0.03423, -0.51942,  0.85383, -1.00,  0.97182,  0.73977,  0.97182,  0.73977,  0.97182,  0.73977
490, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
491, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
492, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
493, 119, -0.43407,  2.05372,  0.61849, -0.0754,  0.91136,  0.40465,  0.03832, -0.40285,  0.91446, -1.00,  0.97894,  0.76938,  0.97894,  0.76938,  0.97894,  0.76938
494, 114, -0.18118,  2.03399,  0.55166,  0.08872,  0.84938,  0.52027, -0.03423, -0.51942,  0.85383, -1.00,  0.97182,  0.73977,  0.97182,  0.73977,  0.97182,  0.73977
495, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
496, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
497, 119, -0.43407,  2.05372,  0.61849, -0.0754,  0.91136,  0.40465,  0.03832, -0.40285,  0.91446, -1.00,  0.97894,  0.76938,  0.97894,  0.76938,  0.97894,  0.76938
498, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
499, 121, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.05693, -0.32815,  0.94291, -1.00,  0.97482,  0.78402,  0.97482,  0.78402,  0.97482,  0.78402
500, 119, -0.43407,  2.05372,  0.61849, -0.0754,  0.91136,  0.40465,  0.03832, -0.40285,  0.91446, -1.00,  0.97894,  0.76938,  0.97894,  0.76938,  0.97894,  0.76938
501, 122, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296, -0.01851, -0.16182,  0.98665, -1.00,  0.93237,  0.80905,  0.93237,  0.80905,  0.93237,  0.80905
502, 121, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.05693, -0.32815,  0.94291, -1.00,  0.97482,  0.78402,  0.97482,  0.78402,  0.97482,  0.78402
503, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
504, 122, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296, -0.01851, -0.16182,  0.98665, -1.00,  0.93237,  0.80905,  0.93237,  0.80905,  0.93237,  0.80905
505, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
506, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
507, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
508, 124, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.10357, -0.00153,  0.99462, -1.00,  0.91896,  0.80869,  0.91896,  0.80869,  0.91896,  0.80869
509, 122, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296, -0.01851, -0.16182,  0.98665, -1.00,  0.93237,  0.80905,  0.93237,  0.80905,  0.93237,  0.80905
510, 125, -0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05624,  0.00,  0.99842, -1.00,  0.93558,  0.74953,  0.93558,  0.74953,  0.93558,  0.74953
511, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
512, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
513, 125, -0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05624,  0.00,  0.99842, -1.00,  0.93558,  0.74953,  0.93558,  0.74953,  0.93558,  0.74953
514, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
515, 120, -0.50,  2.07222,  0.50,  0.00001,  1.00,  0.00,  0.00146,  0.00,  1.00, -1.00,  0.96528,  0.77669,  0.96528,  0.77669,  0.96528,  0.77669
516, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
517, 126, -0.50,  2.07222,  0.07044, -0.00001,  1.00,  0.00, -0.06012,  0.00,  0.99819, -1.00,  0.91644,  0.77988,  0.91644,  0.77988,  0.91644,  0.77988
518, 124, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.10357, -0.00153,  0.99462, -1.00,  0.91896,  0.80869,  0.91896,  0.80869,  0.91896,  0.80869
519, 124, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.10357, -0.00153,  0.99462, -1.00,  0.91896,  0.80869,  0.91896,  0.80869,  0.91896,  0.80869
520, 126, -0.50,  2.07222,  0.07044, -0.00001,  1.00,  0.00, -0.06012,  0.00,  0.99819, -1.00,  0.91644,  0.77988,  0.91644,  0.77988,  0.91644,  0.77988
521, 127, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.10237,  0.0696,  0.99231, -1.00,  0.88619,  0.79603,  0.88619,  0.79603,  0.88619,  0.79603
522, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
523, 125, -0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05624,  0.00,  0.99842, -1.00,  0.93558,  0.74953,  0.93558,  0.74953,  0.93558,  0.74953
524, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
525, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
526, 118, -0.24525,  2.07222,  0.50, -0.00002,  1.00,  0.00, -0.04087,  0.00,  0.99916, -1.00,  0.96472,  0.7476,  0.96472,  0.7476,  0.96472,  0.7476
527, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
528, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
529, 125, -0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05624,  0.00,  0.99842, -1.00,  0.93558,  0.74953,  0.93558,  0.74953,  0.93558,  0.74953
530, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
531, 123, -0.50,  2.07222,  0.12179, -0.00002,  1.00,  0.00, -0.05368,  0.00,  0.99856, -1.00,  0.92241,  0.77952,  0.92241,  0.77952,  0.92241,  0.77952
532, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
533, 126, -0.50,  2.07222,  0.07044, -0.00001,  1.00,  0.00, -0.06012,  0.00,  0.99819, -1.00,  0.91644,  0.77988,  0.91644,  0.77988,  0.91644,  0.77988
534, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
535, 125, -0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05624,  0.00,  0.99842, -1.00,  0.93558,  0.74953,  0.93558,  0.74953,  0.93558,  0.74953
536, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
537, 126, -0.50,  2.07222,  0.07044, -0.00001,  1.00,  0.00, -0.06012,  0.00,  0.99819, -1.00,  0.91644,  0.77988,  0.91644,  0.77988,  0.91644,  0.77988
538, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
539, 127, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.10237,  0.0696,  0.99231, -1.00,  0.88619,  0.79603,  0.88619,  0.79603,  0.88619,  0.79603
540, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
